datasetID,accessible,institution,dataStructure,cdm_data_type,class,title,minLongitude,maxLongitude,longitudeSpacing,minLatitude,maxLatitude,latitudeSpacing,minAltitude,maxAltitude,minTime,maxTime,timeSpacing,griddap,subset,tabledap,MakeAGraph,sos,wcs,wms,files,fgdc,iso19115,metadata,sourceUrl,infoUrl,rss,email,testOutOfDate,outOfDate,summary
,,,,,,,degrees_east,degrees_east,degrees_east,degrees_north,degrees_north,degrees_north,m,m,UTC,UTC,seconds,,,,,,,,,,,,,,,,,,
v2025_3981_1a91_3fab,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded v2025 Decadal 1x1 degree gridded dataset,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1975-01-01T00:00:00Z,2024-12-31T12:00:00Z,3.15576E8,/erddap/griddap/v2025_3981_1a91_3fab,,,/erddap/griddap/v2025_3981_1a91_3fab.graph,,,/erddap/wms/v2025_3981_1a91_3fab/request,/erddap/files/v2025_3981_1a91_3fab/,/erddap/metadata/fgdc/xml/v2025_3981_1a91_3fab_fgdc.xml,/erddap/metadata/iso19115/xml/v2025_3981_1a91_3fab_iso19115.xml,/erddap/info/v2025_3981_1a91_3fab/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v2025_3981_1a91_3fab.rss,/erddap/subscriptions/add.html?datasetID=v2025_3981_1a91_3fab&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, with a spatial grid of \n1x1 degree and yearly in time. The gridded fields are computed from the monthly 1-degree gridded data, \nwhich uses only SOCAT datasets with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) \nflag values of 2. This decacal data is computed using data from the start to the end of each decade as \ndescribed in the summary attribute of each variable. The first decade is 1-Jan-1970 through 31-Dec-1979, \nthe last decade is generally a partial decade."
v2025_c716_f8c7_183a,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded v2025 Monthly 1x1 degree gridded dataset,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-01-16T12:00:00Z,2024-12-16T12:00:00Z,2629759.028831563,/erddap/griddap/v2025_c716_f8c7_183a,,,/erddap/griddap/v2025_c716_f8c7_183a.graph,,,/erddap/wms/v2025_c716_f8c7_183a/request,/erddap/files/v2025_c716_f8c7_183a/,/erddap/metadata/fgdc/xml/v2025_c716_f8c7_183a_fgdc.xml,/erddap/metadata/iso19115/xml/v2025_c716_f8c7_183a_iso19115.xml,/erddap/info/v2025_c716_f8c7_183a/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v2025_c716_f8c7_183a.rss,/erddap/subscriptions/add.html?datasetID=v2025_c716_f8c7_183a&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, with a spatial \ngrid of 1x1 degree and monthly in time. The gridded fields are computed using only SOCAT \ndatasets with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) flag values of 2."
v2025_27d9_a472_7d7a,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded v2025 Monthly quarter-degree Coastal gridded dataset,-179.875,179.875,0.25,-89.875,89.875,0.25,NaN,NaN,1970-01-16T12:00:00Z,2024-12-16T12:00:00Z,2629759.028831563,/erddap/griddap/v2025_27d9_a472_7d7a,,,/erddap/griddap/v2025_27d9_a472_7d7a.graph,,,/erddap/wms/v2025_27d9_a472_7d7a/request,/erddap/files/v2025_27d9_a472_7d7a/,/erddap/metadata/fgdc/xml/v2025_27d9_a472_7d7a_fgdc.xml,/erddap/metadata/iso19115/xml/v2025_27d9_a472_7d7a_iso19115.xml,/erddap/info/v2025_27d9_a472_7d7a/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v2025_27d9_a472_7d7a.rss,/erddap/subscriptions/add.html?datasetID=v2025_27d9_a472_7d7a&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, masked for coastal data only, \nwith a spatial grid of quarter-degree and monthly in time. The gridded fields are computed using only \nSOCAT cruises with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) flag values of 2. \nThe grid is monthly in time and quarter-degree in longitude and latitude. A coastal mask is applied to \nmatch the 400-Km coastal region of the SOCAT database."
v2025_d5f0_4483_c183,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded v2025 Yearly 1x1 degree gridded dataset,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-07-02T12:00:00Z,2024-07-02T00:00:00Z,3.15576E7,/erddap/griddap/v2025_d5f0_4483_c183,,,/erddap/griddap/v2025_d5f0_4483_c183.graph,,,/erddap/wms/v2025_d5f0_4483_c183/request,/erddap/files/v2025_d5f0_4483_c183/,/erddap/metadata/fgdc/xml/v2025_d5f0_4483_c183_fgdc.xml,/erddap/metadata/iso19115/xml/v2025_d5f0_4483_c183_iso19115.xml,/erddap/info/v2025_d5f0_4483_c183/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v2025_d5f0_4483_c183.rss,/erddap/subscriptions/add.html?datasetID=v2025_d5f0_4483_c183&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, with a spatial grid of \n1x1 degree and yearly in time. The gridded fields are computed from the monthly 1-degree gridded data, \nwhich uses only SOCAT datasets with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) \nflag values of 2. This yearly data is computed using data from the start to the end of each year as \ndescribed in the summary attribute of each variable."
v3_7567_2915_318b,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded V3 Decadal 1x1 degree gridded dataset,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1975-01-01T00:00:00Z,2015-01-01T00:00:00Z,3.15576E8,/erddap/griddap/v3_7567_2915_318b,,,/erddap/griddap/v3_7567_2915_318b.graph,,,/erddap/wms/v3_7567_2915_318b/request,/erddap/files/v3_7567_2915_318b/,/erddap/metadata/fgdc/xml/v3_7567_2915_318b_fgdc.xml,/erddap/metadata/iso19115/xml/v3_7567_2915_318b_iso19115.xml,/erddap/info/v3_7567_2915_318b/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v3_7567_2915_318b.rss,/erddap/subscriptions/add.html?datasetID=v3_7567_2915_318b&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, with a spatial grid of \n1x1 degree and yearly in time. The gridded fields are computed from the monthly 1-degree gridded data, \nwhich uses only SOCAT datasets with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) \nflag values of 2. This decacal data is computed using data from the start to the end of each decade as \ndescribed in the summary attribute of each variable. The first decade is 1-Jan-1970 through 31-Dec-1979, \nthe last decade is generally a partial decade."
v3_7c80_5699_35db,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded V3 Monthly 1x1 degree gridded dataset,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-01-16T12:00:00Z,2014-12-16T12:00:00Z,2629669.758812616,/erddap/griddap/v3_7c80_5699_35db,,,/erddap/griddap/v3_7c80_5699_35db.graph,,,/erddap/wms/v3_7c80_5699_35db/request,/erddap/files/v3_7c80_5699_35db/,/erddap/metadata/fgdc/xml/v3_7c80_5699_35db_fgdc.xml,/erddap/metadata/iso19115/xml/v3_7c80_5699_35db_iso19115.xml,/erddap/info/v3_7c80_5699_35db/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v3_7c80_5699_35db.rss,/erddap/subscriptions/add.html?datasetID=v3_7c80_5699_35db&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, with a spatial \ngrid of 1x1 degree and monthly in time. The gridded fields are computed using only SOCAT \ndatasets with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) flag values of 2."
v3_49e6_c36a_c14a,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded V3 Monthly quarter-degree Coastal gridded dataset,-179.875,179.875,0.25,-89.875,89.875,0.25,NaN,NaN,1970-01-16T12:00:00Z,2014-12-16T12:00:00Z,2629669.758812616,/erddap/griddap/v3_49e6_c36a_c14a,,,/erddap/griddap/v3_49e6_c36a_c14a.graph,,,/erddap/wms/v3_49e6_c36a_c14a/request,/erddap/files/v3_49e6_c36a_c14a/,/erddap/metadata/fgdc/xml/v3_49e6_c36a_c14a_fgdc.xml,/erddap/metadata/iso19115/xml/v3_49e6_c36a_c14a_iso19115.xml,/erddap/info/v3_49e6_c36a_c14a/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v3_49e6_c36a_c14a.rss,/erddap/subscriptions/add.html?datasetID=v3_49e6_c36a_c14a&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, masked for coastal data only, \nwith a spatial grid of quarter-degree and monthly in time. The gridded fields are computed using only \nSOCAT cruises with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) flag values of 2. \nThe grid is monthly in time and quarter-degree in longitude and latitude. A coastal mask is applied to \nmatch the 400-Km coastal region of the SOCAT database."
v3_8860_1252_5e84,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded V3 Yearly 1x1 degree gridded dataset,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-07-15T00:00:00Z,2014-07-15T00:00:00Z,3.15576E7,/erddap/griddap/v3_8860_1252_5e84,,,/erddap/griddap/v3_8860_1252_5e84.graph,,,/erddap/wms/v3_8860_1252_5e84/request,/erddap/files/v3_8860_1252_5e84/,/erddap/metadata/fgdc/xml/v3_8860_1252_5e84_fgdc.xml,/erddap/metadata/iso19115/xml/v3_8860_1252_5e84_iso19115.xml,/erddap/info/v3_8860_1252_5e84/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v3_8860_1252_5e84.rss,/erddap/subscriptions/add.html?datasetID=v3_8860_1252_5e84&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, with a spatial grid of \n1x1 degree and yearly in time. The gridded fields are computed from the monthly 1-degree gridded data, \nwhich uses only SOCAT datasets with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) \nflag values of 2. This yearly data is computed using data from the start to the end of each year as \ndescribed in the summary attribute of each variable."
v4_9d0d_92ae_a688,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded V4 Decadal 1x1 degree gridded dataset,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1975-01-01T00:00:00Z,2015-01-01T00:00:00Z,3.15576E8,/erddap/griddap/v4_9d0d_92ae_a688,,,/erddap/griddap/v4_9d0d_92ae_a688.graph,,,/erddap/wms/v4_9d0d_92ae_a688/request,/erddap/files/v4_9d0d_92ae_a688/,/erddap/metadata/fgdc/xml/v4_9d0d_92ae_a688_fgdc.xml,/erddap/metadata/iso19115/xml/v4_9d0d_92ae_a688_iso19115.xml,/erddap/info/v4_9d0d_92ae_a688/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v4_9d0d_92ae_a688.rss,/erddap/subscriptions/add.html?datasetID=v4_9d0d_92ae_a688&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, with a spatial grid of \n1x1 degree and yearly in time. The gridded fields are computed from the monthly 1-degree gridded data, \nwhich uses only SOCAT datasets with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) \nflag values of 2. This decacal data is computed using data from the start to the end of each decade as \ndescribed in the summary attribute of each variable. The first decade is 1-Jan-1970 through 31-Dec-1979, \nthe last decade is generally a partial decade."
v4_cacb_2cfb_4c7e,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded V4 Monthly 1x1 degree gridded dataset,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-01-16T12:00:00Z,2015-12-16T12:00:00Z,2629633.393829401,/erddap/griddap/v4_cacb_2cfb_4c7e,,,/erddap/griddap/v4_cacb_2cfb_4c7e.graph,,,/erddap/wms/v4_cacb_2cfb_4c7e/request,/erddap/files/v4_cacb_2cfb_4c7e/,/erddap/metadata/fgdc/xml/v4_cacb_2cfb_4c7e_fgdc.xml,/erddap/metadata/iso19115/xml/v4_cacb_2cfb_4c7e_iso19115.xml,/erddap/info/v4_cacb_2cfb_4c7e/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v4_cacb_2cfb_4c7e.rss,/erddap/subscriptions/add.html?datasetID=v4_cacb_2cfb_4c7e&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, with a spatial \ngrid of 1x1 degree and monthly in time. The gridded fields are computed using only SOCAT \ndatasets with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) flag values of 2."
v4_9988_f2e6_1769,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded V4 Monthly quarter-degree Coastal gridded dataset,-179.875,179.875,0.25,-89.875,89.875,0.25,NaN,NaN,1970-01-16T12:00:00Z,2015-12-16T12:00:00Z,2629633.393829401,/erddap/griddap/v4_9988_f2e6_1769,,,/erddap/griddap/v4_9988_f2e6_1769.graph,,,/erddap/wms/v4_9988_f2e6_1769/request,/erddap/files/v4_9988_f2e6_1769/,/erddap/metadata/fgdc/xml/v4_9988_f2e6_1769_fgdc.xml,/erddap/metadata/iso19115/xml/v4_9988_f2e6_1769_iso19115.xml,/erddap/info/v4_9988_f2e6_1769/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v4_9988_f2e6_1769.rss,/erddap/subscriptions/add.html?datasetID=v4_9988_f2e6_1769&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, masked for coastal data only, \nwith a spatial grid of quarter-degree and monthly in time. The gridded fields are computed using only \nSOCAT cruises with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) flag values of 2. \nThe grid is monthly in time and quarter-degree in longitude and latitude. A coastal mask is applied to \nmatch the 400-Km coastal region of the SOCAT database."
v4_b8a8_1c42_e839,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded V4 Yearly 1x1 degree gridded dataset,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-07-15T00:00:00Z,2015-07-15T00:00:00Z,3.155712E7,/erddap/griddap/v4_b8a8_1c42_e839,,,/erddap/griddap/v4_b8a8_1c42_e839.graph,,,/erddap/wms/v4_b8a8_1c42_e839/request,/erddap/files/v4_b8a8_1c42_e839/,/erddap/metadata/fgdc/xml/v4_b8a8_1c42_e839_fgdc.xml,/erddap/metadata/iso19115/xml/v4_b8a8_1c42_e839_iso19115.xml,/erddap/info/v4_b8a8_1c42_e839/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v4_b8a8_1c42_e839.rss,/erddap/subscriptions/add.html?datasetID=v4_b8a8_1c42_e839&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, with a spatial grid of \n1x1 degree and yearly in time. The gridded fields are computed from the monthly 1-degree gridded data, \nwhich uses only SOCAT datasets with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) \nflag values of 2. This yearly data is computed using data from the start to the end of each year as \ndescribed in the summary attribute of each variable."
v5_a4da_66ba_fef3,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded v5 Decadal 1x1 degree gridded dataset,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1975-01-01T00:00:00Z,2015-01-01T00:00:00Z,3.15576E8,/erddap/griddap/v5_a4da_66ba_fef3,,,/erddap/griddap/v5_a4da_66ba_fef3.graph,,,/erddap/wms/v5_a4da_66ba_fef3/request,/erddap/files/v5_a4da_66ba_fef3/,/erddap/metadata/fgdc/xml/v5_a4da_66ba_fef3_fgdc.xml,/erddap/metadata/iso19115/xml/v5_a4da_66ba_fef3_iso19115.xml,/erddap/info/v5_a4da_66ba_fef3/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v5_a4da_66ba_fef3.rss,/erddap/subscriptions/add.html?datasetID=v5_a4da_66ba_fef3&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, with a spatial grid of \n1x1 degree and yearly in time. The gridded fields are computed from the monthly 1-degree gridded data, \nwhich uses only SOCAT datasets with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) \nflag values of 2. This decacal data is computed using data from the start to the end of each decade as \ndescribed in the summary attribute of each variable. The first decade is 1-Jan-1970 through 31-Dec-1979, \nthe last decade is generally a partial decade."
v5_9fd4_e44a_9c97,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded v5 Monthly 1x1 degree gridded dataset,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-01-16T12:00:00Z,2017-01-16T12:00:00Z,2629838.2978723403,/erddap/griddap/v5_9fd4_e44a_9c97,,,/erddap/griddap/v5_9fd4_e44a_9c97.graph,,,/erddap/wms/v5_9fd4_e44a_9c97/request,/erddap/files/v5_9fd4_e44a_9c97/,/erddap/metadata/fgdc/xml/v5_9fd4_e44a_9c97_fgdc.xml,/erddap/metadata/iso19115/xml/v5_9fd4_e44a_9c97_iso19115.xml,/erddap/info/v5_9fd4_e44a_9c97/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v5_9fd4_e44a_9c97.rss,/erddap/subscriptions/add.html?datasetID=v5_9fd4_e44a_9c97&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, with a spatial \ngrid of 1x1 degree and monthly in time. The gridded fields are computed using only SOCAT \ndatasets with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) flag values of 2."
v5_8005_f399_c52c,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded v5 Monthly quarter-degree Coastal gridded dataset,-179.875,179.875,0.25,-89.875,89.875,0.25,NaN,NaN,1970-01-16T12:00:00Z,2016-01-16T12:00:00Z,2629721.7391304346,/erddap/griddap/v5_8005_f399_c52c,,,/erddap/griddap/v5_8005_f399_c52c.graph,,,/erddap/wms/v5_8005_f399_c52c/request,/erddap/files/v5_8005_f399_c52c/,/erddap/metadata/fgdc/xml/v5_8005_f399_c52c_fgdc.xml,/erddap/metadata/iso19115/xml/v5_8005_f399_c52c_iso19115.xml,/erddap/info/v5_8005_f399_c52c/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v5_8005_f399_c52c.rss,/erddap/subscriptions/add.html?datasetID=v5_8005_f399_c52c&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, masked for coastal data only, \nwith a spatial grid of quarter-degree and monthly in time. The gridded fields are computed using only \nSOCAT cruises with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) flag values of 2. \nThe grid is monthly in time and quarter-degree in longitude and latitude. A coastal mask is applied to \nmatch the 400-Km coastal region of the SOCAT database."
v5_d56a_5bf4_b730,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded v5 Monthly quarter-degree Coastal gridded dataset,-179.875,179.875,0.25,-89.875,89.875,0.25,NaN,NaN,1970-01-16T12:00:00Z,2017-01-16T12:00:00Z,2629838.2978723403,/erddap/griddap/v5_d56a_5bf4_b730,,,/erddap/griddap/v5_d56a_5bf4_b730.graph,,,/erddap/wms/v5_d56a_5bf4_b730/request,/erddap/files/v5_d56a_5bf4_b730/,/erddap/metadata/fgdc/xml/v5_d56a_5bf4_b730_fgdc.xml,/erddap/metadata/iso19115/xml/v5_d56a_5bf4_b730_iso19115.xml,/erddap/info/v5_d56a_5bf4_b730/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v5_d56a_5bf4_b730.rss,/erddap/subscriptions/add.html?datasetID=v5_d56a_5bf4_b730&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, masked for coastal data only, \nwith a spatial grid of quarter-degree and monthly in time. The gridded fields are computed using only \nSOCAT cruises with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) flag values of 2. \nThe grid is monthly in time and quarter-degree in longitude and latitude. A coastal mask is applied to \nmatch the 400-Km coastal region of the SOCAT database."
v5_b578_4632_cbfe,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded v5 Yearly 1x1 degree gridded dataset,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-07-02T12:00:00Z,2016-07-02T00:00:00Z,3.15576E7,/erddap/griddap/v5_b578_4632_cbfe,,,/erddap/griddap/v5_b578_4632_cbfe.graph,,,/erddap/wms/v5_b578_4632_cbfe/request,/erddap/files/v5_b578_4632_cbfe/,/erddap/metadata/fgdc/xml/v5_b578_4632_cbfe_fgdc.xml,/erddap/metadata/iso19115/xml/v5_b578_4632_cbfe_iso19115.xml,/erddap/info/v5_b578_4632_cbfe/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v5_b578_4632_cbfe.rss,/erddap/subscriptions/add.html?datasetID=v5_b578_4632_cbfe&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, with a spatial grid of \n1x1 degree and yearly in time. The gridded fields are computed from the monthly 1-degree gridded data, \nwhich uses only SOCAT datasets with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) \nflag values of 2. This yearly data is computed using data from the start to the end of each year as \ndescribed in the summary attribute of each variable."
v6_647d_09dc_9aac,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded v6 Decadal 1x1 degree gridded dataset,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1975-01-01T00:00:00Z,2015-01-01T00:00:00Z,3.15576E8,/erddap/griddap/v6_647d_09dc_9aac,,,/erddap/griddap/v6_647d_09dc_9aac.graph,,,/erddap/wms/v6_647d_09dc_9aac/request,/erddap/files/v6_647d_09dc_9aac/,/erddap/metadata/fgdc/xml/v6_647d_09dc_9aac_fgdc.xml,/erddap/metadata/iso19115/xml/v6_647d_09dc_9aac_iso19115.xml,/erddap/info/v6_647d_09dc_9aac/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v6_647d_09dc_9aac.rss,/erddap/subscriptions/add.html?datasetID=v6_647d_09dc_9aac&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, with a spatial grid of \n1x1 degree and yearly in time. The gridded fields are computed from the monthly 1-degree gridded data, \nwhich uses only SOCAT datasets with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) \nflag values of 2. This decacal data is computed using data from the start to the end of each decade as \ndescribed in the summary attribute of each variable. The first decade is 1-Jan-1970 through 31-Dec-1979, \nthe last decade is generally a partial decade."
v6_dec2_5970_bb15,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded v6 Monthly 1x1 degree gridded dataset,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-01-16T12:00:00Z,2017-12-16T12:00:00Z,2629715.4782608696,/erddap/griddap/v6_dec2_5970_bb15,,,/erddap/griddap/v6_dec2_5970_bb15.graph,,,/erddap/wms/v6_dec2_5970_bb15/request,/erddap/files/v6_dec2_5970_bb15/,/erddap/metadata/fgdc/xml/v6_dec2_5970_bb15_fgdc.xml,/erddap/metadata/iso19115/xml/v6_dec2_5970_bb15_iso19115.xml,/erddap/info/v6_dec2_5970_bb15/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v6_dec2_5970_bb15.rss,/erddap/subscriptions/add.html?datasetID=v6_dec2_5970_bb15&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, with a spatial \ngrid of 1x1 degree and monthly in time. The gridded fields are computed using only SOCAT \ndatasets with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) flag values of 2."
v6_b97c_1721_407f,public,INFO SOCAT,grid,Grid,EDDGridFromNcFiles,SOCAT gridded v6 Monthly quarter-degree Coastal gridded dataset,-179.875,179.875,0.25,-89.875,89.875,0.25,NaN,NaN,1970-01-16T12:00:00Z,2017-12-16T12:00:00Z,2629715.4782608696,/erddap/griddap/v6_b97c_1721_407f,,,/erddap/griddap/v6_b97c_1721_407f.graph,,,/erddap/wms/v6_b97c_1721_407f/request,/erddap/files/v6_b97c_1721_407f/,/erddap/metadata/fgdc/xml/v6_b97c_1721_407f_fgdc.xml,/erddap/metadata/iso19115/xml/v6_b97c_1721_407f_iso19115.xml,/erddap/info/v6_b97c_1721_407f/index,(local files),http://www.socat.info/,http://sour.pmel.noaa.gov:8930/erddap/rss/v6_b97c_1721_407f.rss,/erddap/subscriptions/add.html?datasetID=v6_b97c_1721_407f&showErrors=false&email=,,NaN,"Surface Ocean Carbon Atlas (SOCAT) Gridded (binned) SOCAT observations, masked for coastal data only, \nwith a spatial grid of quarter-degree and monthly in time. The gridded fields are computed using only \nSOCAT cruises with Quality Control (QC) flags of A through D and SOCAT data points flagged with World Ocean Circulation Experiment (WOCE) flag values of 2. \nThe grid is monthly in time and quarter-degree in longitude and latitude. A coastal mask is applied to \nmatch the 400-Km coastal region of the SOCAT database."
