datasetID,accessible,institution,dataStructure,cdm_data_type,class,title,minLongitude,maxLongitude,longitudeSpacing,minLatitude,maxLatitude,latitudeSpacing,minAltitude,maxAltitude,minTime,maxTime,timeSpacing,griddap,subset,tabledap,MakeAGraph,sos,wcs,wms,files,fgdc,iso19115,metadata,sourceUrl,infoUrl,rss,email,testOutOfDate,outOfDate,summary
,,,,,,,degrees_east,degrees_east,degrees_east,degrees_north,degrees_north,degrees_north,m,m,UTC,UTC,seconds,,,,,,,,,,,,,,,,,,
allDatasets,public,NOAA/OAR/PMEL/SDIG,table,Other,EDDTableFromAllDatasets,* The List of All Active Datasets in this ERDDAP *,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,,/erddap/tabledap/allDatasets.subset,/erddap/tabledap/allDatasets,/erddap/tabledap/allDatasets.graph,,,,,,,/erddap/info/allDatasets/index,http://sour.pmel.noaa.gov:8930/erddap,http://sour.pmel.noaa.gov:8930/erddap,http://sour.pmel.noaa.gov:8930/erddap/rss/allDatasets.rss,/erddap/subscriptions/add.html?datasetID=allDatasets&showErrors=false&email=,,NaN,This dataset is a table which has a row of information for each dataset currently active in this ERDDAP.
v1r5_0614_e65f_664d,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0000-01-16T12:00:00Z,0000-12-15T17:49:12Z,2625322.909090909,/erddap/griddap/v1r5_0614_e65f_664d,,,/erddap/griddap/v1r5_0614_e65f_664d.graph,,,,/erddap/files/v1r5_0614_e65f_664d/,,,/erddap/info/v1r5_0614_e65f_664d/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v1r5_0614_e65f_664d.rss,/erddap/subscriptions/add.html?datasetID=v1r5_0614_e65f_664d&showErrors=false&email=,,NaN,Data from a local source.
v1r5_0a99_8f9a_a657,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1970-07-15T00:00:00Z,2007-07-15T00:00:00Z,3.1557016216216218E7,/erddap/griddap/v1r5_0a99_8f9a_a657,,,/erddap/griddap/v1r5_0a99_8f9a_a657.graph,,,,/erddap/files/v1r5_0a99_8f9a_a657/,,,/erddap/info/v1r5_0a99_8f9a_a657/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v1r5_0a99_8f9a_a657.rss,/erddap/subscriptions/add.html?datasetID=v1r5_0a99_8f9a_a657&showErrors=false&email=,,NaN,Data from a local source.
v1r5_62bd_239f_06ad,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1975-01-01T00:00:00Z,2004-12-31T12:00:00Z,3.15576E8,/erddap/griddap/v1r5_62bd_239f_06ad,,,/erddap/griddap/v1r5_62bd_239f_06ad.graph,,,,/erddap/files/v1r5_62bd_239f_06ad/,,,/erddap/info/v1r5_62bd_239f_06ad/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v1r5_62bd_239f_06ad.rss,/erddap/subscriptions/add.html?datasetID=v1r5_62bd_239f_06ad&showErrors=false&email=,,NaN,Data from a local source.
v1r5_6431_eef2_329f,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1975-01-01T00:00:00Z,2004-12-31T12:00:00Z,3.15576E8,/erddap/griddap/v1r5_6431_eef2_329f,,,/erddap/griddap/v1r5_6431_eef2_329f.graph,,,,/erddap/files/v1r5_6431_eef2_329f/,,,/erddap/info/v1r5_6431_eef2_329f/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v1r5_6431_eef2_329f.rss,/erddap/subscriptions/add.html?datasetID=v1r5_6431_eef2_329f&showErrors=false&email=,,NaN,Data from a local source.
v1r5_7e72_53cc_ab89,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.875,179.875,0.25,-89.875,89.875,0.25,NaN,NaN,1970-01-16T12:00:00Z,2007-12-16T12:00:00Z,2629598.241758242,/erddap/griddap/v1r5_7e72_53cc_ab89,,,/erddap/griddap/v1r5_7e72_53cc_ab89.graph,,,/erddap/wms/v1r5_7e72_53cc_ab89/request,/erddap/files/v1r5_7e72_53cc_ab89/,/erddap/metadata/fgdc/xml/v1r5_7e72_53cc_ab89_fgdc.xml,/erddap/metadata/iso19115/xml/v1r5_7e72_53cc_ab89_iso19115.xml,/erddap/info/v1r5_7e72_53cc_ab89/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v1r5_7e72_53cc_ab89.rss,/erddap/subscriptions/add.html?datasetID=v1r5_7e72_53cc_ab89&showErrors=false&email=,,NaN,Data from a local source.
v1r5_a767_5762_74c6,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1970-07-15T00:00:00Z,2007-07-15T00:00:00Z,3.1557016216216218E7,/erddap/griddap/v1r5_a767_5762_74c6,,,/erddap/griddap/v1r5_a767_5762_74c6.graph,,,,/erddap/files/v1r5_a767_5762_74c6/,,,/erddap/info/v1r5_a767_5762_74c6/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v1r5_a767_5762_74c6.rss,/erddap/subscriptions/add.html?datasetID=v1r5_a767_5762_74c6&showErrors=false&email=,,NaN,Data from a local source.
v1r5_bf7a_c2b9_c18b,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1970-01-16T12:00:00Z,2007-12-16T12:00:00Z,2629598.241758242,/erddap/griddap/v1r5_bf7a_c2b9_c18b,,,/erddap/griddap/v1r5_bf7a_c2b9_c18b.graph,,,,/erddap/files/v1r5_bf7a_c2b9_c18b/,,,/erddap/info/v1r5_bf7a_c2b9_c18b/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v1r5_bf7a_c2b9_c18b.rss,/erddap/subscriptions/add.html?datasetID=v1r5_bf7a_c2b9_c18b&showErrors=false&email=,,NaN,Data from a local source.
v1r5_cd3e_f63e_2501,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.875,179.875,0.25,-89.875,89.875,0.25,NaN,NaN,1970-01-16T12:00:00Z,2007-12-16T12:00:00Z,2629598.241758242,/erddap/griddap/v1r5_cd3e_f63e_2501,,,/erddap/griddap/v1r5_cd3e_f63e_2501.graph,,,/erddap/wms/v1r5_cd3e_f63e_2501/request,/erddap/files/v1r5_cd3e_f63e_2501/,/erddap/metadata/fgdc/xml/v1r5_cd3e_f63e_2501_fgdc.xml,/erddap/metadata/iso19115/xml/v1r5_cd3e_f63e_2501_iso19115.xml,/erddap/info/v1r5_cd3e_f63e_2501/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v1r5_cd3e_f63e_2501.rss,/erddap/subscriptions/add.html?datasetID=v1r5_cd3e_f63e_2501&showErrors=false&email=,,NaN,Data from a local source.
v1r5_d105_af34_ae8e,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1970-01-16T12:00:00Z,2007-12-16T12:00:00Z,2629598.241758242,/erddap/griddap/v1r5_d105_af34_ae8e,,,/erddap/griddap/v1r5_d105_af34_ae8e.graph,,,,/erddap/files/v1r5_d105_af34_ae8e/,,,/erddap/info/v1r5_d105_af34_ae8e/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v1r5_d105_af34_ae8e.rss,/erddap/subscriptions/add.html?datasetID=v1r5_d105_af34_ae8e&showErrors=false&email=,,NaN,Data from a local source.
v2024_aa7c_58f2_78e4,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1975-01-01T00:00:00Z,2024-12-31T12:00:00Z,3.15576E8,/erddap/griddap/v2024_aa7c_58f2_78e4,,,/erddap/griddap/v2024_aa7c_58f2_78e4.graph,,,/erddap/wms/v2024_aa7c_58f2_78e4/request,/erddap/files/v2024_aa7c_58f2_78e4/,/erddap/metadata/fgdc/xml/v2024_aa7c_58f2_78e4_fgdc.xml,/erddap/metadata/iso19115/xml/v2024_aa7c_58f2_78e4_iso19115.xml,/erddap/info/v2024_aa7c_58f2_78e4/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v2024_aa7c_58f2_78e4.rss,/erddap/subscriptions/add.html?datasetID=v2024_aa7c_58f2_78e4&showErrors=false&email=,,NaN,Data from a local source.
v2_7326_2ef1_46f0,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,0000-01-16T12:00:00Z,0000-12-15T17:49:12Z,2625322.909090909,/erddap/griddap/v2_7326_2ef1_46f0,,,/erddap/griddap/v2_7326_2ef1_46f0.graph,,,/erddap/wms/v2_7326_2ef1_46f0/request,/erddap/files/v2_7326_2ef1_46f0/,/erddap/metadata/fgdc/xml/v2_7326_2ef1_46f0_fgdc.xml,/erddap/metadata/iso19115/xml/v2_7326_2ef1_46f0_iso19115.xml,/erddap/info/v2_7326_2ef1_46f0/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v2_7326_2ef1_46f0.rss,/erddap/subscriptions/add.html?datasetID=v2_7326_2ef1_46f0&showErrors=false&email=,,NaN,Data from a local source.
v2_7572_a9ff_52cf,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-07-15T00:00:00Z,2011-07-15T00:00:00Z,3.155707317073171E7,/erddap/griddap/v2_7572_a9ff_52cf,,,/erddap/griddap/v2_7572_a9ff_52cf.graph,,,/erddap/wms/v2_7572_a9ff_52cf/request,/erddap/files/v2_7572_a9ff_52cf/,/erddap/metadata/fgdc/xml/v2_7572_a9ff_52cf_fgdc.xml,/erddap/metadata/iso19115/xml/v2_7572_a9ff_52cf_iso19115.xml,/erddap/info/v2_7572_a9ff_52cf/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v2_7572_a9ff_52cf.rss,/erddap/subscriptions/add.html?datasetID=v2_7572_a9ff_52cf&showErrors=false&email=,,NaN,Data from a local source.
v2_a030_3270_7259,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-01-16T12:00:00Z,2011-12-16T12:00:00Z,2629617.495029821,/erddap/griddap/v2_a030_3270_7259,,,/erddap/griddap/v2_a030_3270_7259.graph,,,/erddap/wms/v2_a030_3270_7259/request,/erddap/files/v2_a030_3270_7259/,/erddap/metadata/fgdc/xml/v2_a030_3270_7259_fgdc.xml,/erddap/metadata/iso19115/xml/v2_a030_3270_7259_iso19115.xml,/erddap/info/v2_a030_3270_7259/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v2_a030_3270_7259.rss,/erddap/subscriptions/add.html?datasetID=v2_a030_3270_7259&showErrors=false&email=,,NaN,Data from a local source.
v2_b251_73d1_4ec0,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1975-01-01T00:00:00Z,2004-12-31T12:00:00Z,3.15576E8,/erddap/griddap/v2_b251_73d1_4ec0,,,/erddap/griddap/v2_b251_73d1_4ec0.graph,,,/erddap/wms/v2_b251_73d1_4ec0/request,/erddap/files/v2_b251_73d1_4ec0/,/erddap/metadata/fgdc/xml/v2_b251_73d1_4ec0_fgdc.xml,/erddap/metadata/iso19115/xml/v2_b251_73d1_4ec0_iso19115.xml,/erddap/info/v2_b251_73d1_4ec0/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v2_b251_73d1_4ec0.rss,/erddap/subscriptions/add.html?datasetID=v2_b251_73d1_4ec0&showErrors=false&email=,,NaN,Data from a local source.
v2_fc5e_73b9_f2d4,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,0000-01-16T12:00:00Z,0000-12-15T17:49:12Z,2625322.909090909,/erddap/griddap/v2_fc5e_73b9_f2d4,,,/erddap/griddap/v2_fc5e_73b9_f2d4.graph,,,/erddap/wms/v2_fc5e_73b9_f2d4/request,/erddap/files/v2_fc5e_73b9_f2d4/,/erddap/metadata/fgdc/xml/v2_fc5e_73b9_f2d4_fgdc.xml,/erddap/metadata/iso19115/xml/v2_fc5e_73b9_f2d4_iso19115.xml,/erddap/info/v2_fc5e_73b9_f2d4/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v2_fc5e_73b9_f2d4.rss,/erddap/subscriptions/add.html?datasetID=v2_fc5e_73b9_f2d4&showErrors=false&email=,,NaN,Data from a local source.
v3_331d_6d04_80c9,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-01-16T12:00:00Z,2014-12-16T12:00:00Z,2629669.758812616,/erddap/griddap/v3_331d_6d04_80c9,,,/erddap/griddap/v3_331d_6d04_80c9.graph,,,/erddap/wms/v3_331d_6d04_80c9/request,/erddap/files/v3_331d_6d04_80c9/,/erddap/metadata/fgdc/xml/v3_331d_6d04_80c9_fgdc.xml,/erddap/metadata/iso19115/xml/v3_331d_6d04_80c9_iso19115.xml,/erddap/info/v3_331d_6d04_80c9/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v3_331d_6d04_80c9.rss,/erddap/subscriptions/add.html?datasetID=v3_331d_6d04_80c9&showErrors=false&email=,,NaN,Data from a local source.
v3_4d7e_c791_9377,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-07-15T00:00:00Z,2014-07-15T00:00:00Z,3.15576E7,/erddap/griddap/v3_4d7e_c791_9377,,,/erddap/griddap/v3_4d7e_c791_9377.graph,,,/erddap/wms/v3_4d7e_c791_9377/request,/erddap/files/v3_4d7e_c791_9377/,/erddap/metadata/fgdc/xml/v3_4d7e_c791_9377_fgdc.xml,/erddap/metadata/iso19115/xml/v3_4d7e_c791_9377_iso19115.xml,/erddap/info/v3_4d7e_c791_9377/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v3_4d7e_c791_9377.rss,/erddap/subscriptions/add.html?datasetID=v3_4d7e_c791_9377&showErrors=false&email=,,NaN,Data from a local source.
v3_d7ea_3a18_fdd5,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,0000-01-16T12:00:00Z,0000-12-15T17:49:12Z,2625322.909090909,/erddap/griddap/v3_d7ea_3a18_fdd5,,,/erddap/griddap/v3_d7ea_3a18_fdd5.graph,,,/erddap/wms/v3_d7ea_3a18_fdd5/request,/erddap/files/v3_d7ea_3a18_fdd5/,/erddap/metadata/fgdc/xml/v3_d7ea_3a18_fdd5_fgdc.xml,/erddap/metadata/iso19115/xml/v3_d7ea_3a18_fdd5_iso19115.xml,/erddap/info/v3_d7ea_3a18_fdd5/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v3_d7ea_3a18_fdd5.rss,/erddap/subscriptions/add.html?datasetID=v3_d7ea_3a18_fdd5&showErrors=false&email=,,NaN,Data from a local source.
v3_eaad_d928_db77,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1975-01-01T00:00:00Z,2015-01-01T00:00:00Z,3.15576E8,/erddap/griddap/v3_eaad_d928_db77,,,/erddap/griddap/v3_eaad_d928_db77.graph,,,/erddap/wms/v3_eaad_d928_db77/request,/erddap/files/v3_eaad_d928_db77/,/erddap/metadata/fgdc/xml/v3_eaad_d928_db77_fgdc.xml,/erddap/metadata/iso19115/xml/v3_eaad_d928_db77_iso19115.xml,/erddap/info/v3_eaad_d928_db77/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v3_eaad_d928_db77.rss,/erddap/subscriptions/add.html?datasetID=v3_eaad_d928_db77&showErrors=false&email=,,NaN,Data from a local source.
v4_168e_a03f_edf2,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-01-16T12:00:00Z,2015-12-16T12:00:00Z,2629633.393829401,/erddap/griddap/v4_168e_a03f_edf2,,,/erddap/griddap/v4_168e_a03f_edf2.graph,,,/erddap/wms/v4_168e_a03f_edf2/request,/erddap/files/v4_168e_a03f_edf2/,/erddap/metadata/fgdc/xml/v4_168e_a03f_edf2_fgdc.xml,/erddap/metadata/iso19115/xml/v4_168e_a03f_edf2_iso19115.xml,/erddap/info/v4_168e_a03f_edf2/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v4_168e_a03f_edf2.rss,/erddap/subscriptions/add.html?datasetID=v4_168e_a03f_edf2&showErrors=false&email=,,NaN,Data from a local source.
v4_298f_f8a5_5f8a,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-07-15T00:00:00Z,2015-07-15T00:00:00Z,3.155712E7,/erddap/griddap/v4_298f_f8a5_5f8a,,,/erddap/griddap/v4_298f_f8a5_5f8a.graph,,,/erddap/wms/v4_298f_f8a5_5f8a/request,/erddap/files/v4_298f_f8a5_5f8a/,/erddap/metadata/fgdc/xml/v4_298f_f8a5_5f8a_fgdc.xml,/erddap/metadata/iso19115/xml/v4_298f_f8a5_5f8a_iso19115.xml,/erddap/info/v4_298f_f8a5_5f8a/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v4_298f_f8a5_5f8a.rss,/erddap/subscriptions/add.html?datasetID=v4_298f_f8a5_5f8a&showErrors=false&email=,,NaN,Data from a local source.
v4_af52_55ce_0b13,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1975-01-01T00:00:00Z,2015-01-01T00:00:00Z,3.15576E8,/erddap/griddap/v4_af52_55ce_0b13,,,/erddap/griddap/v4_af52_55ce_0b13.graph,,,/erddap/wms/v4_af52_55ce_0b13/request,/erddap/files/v4_af52_55ce_0b13/,/erddap/metadata/fgdc/xml/v4_af52_55ce_0b13_fgdc.xml,/erddap/metadata/iso19115/xml/v4_af52_55ce_0b13_iso19115.xml,/erddap/info/v4_af52_55ce_0b13/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v4_af52_55ce_0b13.rss,/erddap/subscriptions/add.html?datasetID=v4_af52_55ce_0b13&showErrors=false&email=,,NaN,Data from a local source.
v5_7444_8ae3_994c,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-07-02T12:00:00Z,2016-07-02T00:00:00Z,3.15576E7,/erddap/griddap/v5_7444_8ae3_994c,,,/erddap/griddap/v5_7444_8ae3_994c.graph,,,/erddap/wms/v5_7444_8ae3_994c/request,/erddap/files/v5_7444_8ae3_994c/,/erddap/metadata/fgdc/xml/v5_7444_8ae3_994c_fgdc.xml,/erddap/metadata/iso19115/xml/v5_7444_8ae3_994c_iso19115.xml,/erddap/info/v5_7444_8ae3_994c/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v5_7444_8ae3_994c.rss,/erddap/subscriptions/add.html?datasetID=v5_7444_8ae3_994c&showErrors=false&email=,,NaN,Data from a local source.
v5_dd0d_ff39_a152,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-01-16T12:00:00Z,2017-01-16T12:00:00Z,2629838.2978723403,/erddap/griddap/v5_dd0d_ff39_a152,,,/erddap/griddap/v5_dd0d_ff39_a152.graph,,,/erddap/wms/v5_dd0d_ff39_a152/request,/erddap/files/v5_dd0d_ff39_a152/,/erddap/metadata/fgdc/xml/v5_dd0d_ff39_a152_fgdc.xml,/erddap/metadata/iso19115/xml/v5_dd0d_ff39_a152_iso19115.xml,/erddap/info/v5_dd0d_ff39_a152/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v5_dd0d_ff39_a152.rss,/erddap/subscriptions/add.html?datasetID=v5_dd0d_ff39_a152&showErrors=false&email=,,NaN,Data from a local source.
v5_eeb0_37e2_ba68,public,???,grid,Grid,EDDGridFromNcFiles,Data from a local source.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1975-01-01T00:00:00Z,2015-01-01T00:00:00Z,3.15576E8,/erddap/griddap/v5_eeb0_37e2_ba68,,,/erddap/griddap/v5_eeb0_37e2_ba68.graph,,,/erddap/wms/v5_eeb0_37e2_ba68/request,/erddap/files/v5_eeb0_37e2_ba68/,/erddap/metadata/fgdc/xml/v5_eeb0_37e2_ba68_fgdc.xml,/erddap/metadata/iso19115/xml/v5_eeb0_37e2_ba68_iso19115.xml,/erddap/info/v5_eeb0_37e2_ba68/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v5_eeb0_37e2_ba68.rss,/erddap/subscriptions/add.html?datasetID=v5_eeb0_37e2_ba68&showErrors=false&email=,,NaN,Data from a local source.
v1r5_8d3b_4542_9e25,public,???,grid,Grid,EDDGridFromNcFiles,"SOCAT gridded v1.5, QC-Flags A-D, WOCE-Flag 2 by Decade",-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1975-01-01T00:00:00Z,2004-12-31T12:00:00Z,3.15576E8,/erddap/griddap/v1r5_8d3b_4542_9e25,,,/erddap/griddap/v1r5_8d3b_4542_9e25.graph,,,/erddap/wms/v1r5_8d3b_4542_9e25/request,/erddap/files/v1r5_8d3b_4542_9e25/,/erddap/metadata/fgdc/xml/v1r5_8d3b_4542_9e25_fgdc.xml,/erddap/metadata/iso19115/xml/v1r5_8d3b_4542_9e25_iso19115.xml,/erddap/info/v1r5_8d3b_4542_9e25/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v1r5_8d3b_4542_9e25.rss,/erddap/subscriptions/add.html?datasetID=v1r5_8d3b_4542_9e25&showErrors=false&email=,,NaN,"SOCAT gridded v1.5, Quality Control (QC)-Flags A-D, World Ocean Circulation Experiment (WOCE)-Flag 2 by Decade"
v1r5_6e08_82a9_dbf7,public,???,grid,Grid,EDDGridFromNcFiles,"SOCAT gridded v1.5, QC-Flags A-D, WOCE-Flag 2 Monthly Climatology",-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,0000-01-16T12:00:00Z,0000-12-15T17:49:12Z,2625322.909090909,/erddap/griddap/v1r5_6e08_82a9_dbf7,,,/erddap/griddap/v1r5_6e08_82a9_dbf7.graph,,,/erddap/wms/v1r5_6e08_82a9_dbf7/request,/erddap/files/v1r5_6e08_82a9_dbf7/,/erddap/metadata/fgdc/xml/v1r5_6e08_82a9_dbf7_fgdc.xml,/erddap/metadata/iso19115/xml/v1r5_6e08_82a9_dbf7_iso19115.xml,/erddap/info/v1r5_6e08_82a9_dbf7/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v1r5_6e08_82a9_dbf7.rss,/erddap/subscriptions/add.html?datasetID=v1r5_6e08_82a9_dbf7&showErrors=false&email=,,NaN,"SOCAT gridded v1.5, Quality Control (QC)-Flags A-D, World Ocean Circulation Experiment (WOCE)-Flag 2 Monthly Climatology"
v1r5_86f6_440f_9b27,public,???,grid,Grid,EDDGridFromNcFiles,"SOCAT gridded v1.5, QC-Flags A-D, WOCE-Flag 2 Yearly",-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1970-07-15T00:00:00Z,2007-07-15T00:00:00Z,3.1557016216216218E7,/erddap/griddap/v1r5_86f6_440f_9b27,,,/erddap/griddap/v1r5_86f6_440f_9b27.graph,,,/erddap/wms/v1r5_86f6_440f_9b27/request,/erddap/files/v1r5_86f6_440f_9b27/,/erddap/metadata/fgdc/xml/v1r5_86f6_440f_9b27_fgdc.xml,/erddap/metadata/iso19115/xml/v1r5_86f6_440f_9b27_iso19115.xml,/erddap/info/v1r5_86f6_440f_9b27/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v1r5_86f6_440f_9b27.rss,/erddap/subscriptions/add.html?datasetID=v1r5_86f6_440f_9b27&showErrors=false&email=,,NaN,"SOCAT gridded v1.5, Quality Control (QC)-Flags A-D, World Ocean Circulation Experiment (WOCE)-Flag 2 Yearly"
v2_bd05_151c_b80a,public,???,grid,Grid,EDDGridFromNcFiles,SOCAT gridded v2 Decadal 1x1 degree gridded dataset.,-179.5,179.5,1.0,-89.5,89.5,1.0,NaN,NaN,1975-01-01T00:00:00Z,2004-12-31T12:00:00Z,3.15576E8,/erddap/griddap/v2_bd05_151c_b80a,,,/erddap/griddap/v2_bd05_151c_b80a.graph,,,/erddap/wms/v2_bd05_151c_b80a/request,/erddap/files/v2_bd05_151c_b80a/,/erddap/metadata/fgdc/xml/v2_bd05_151c_b80a_fgdc.xml,/erddap/metadata/iso19115/xml/v2_bd05_151c_b80a_iso19115.xml,/erddap/info/v2_bd05_151c_b80a/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v2_bd05_151c_b80a.rss,/erddap/subscriptions/add.html?datasetID=v2_bd05_151c_b80a&showErrors=false&email=,,NaN,Data from a local source.
v2_7b41_9221_bfb9,public,???,grid,Grid,EDDGridFromNcFiles,SOCAT gridded v2 Monthly 1x1 degree gridded dataset,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1970-01-16T12:00:00Z,2011-12-16T12:00:00Z,2629617.495029821,/erddap/griddap/v2_7b41_9221_bfb9,,,/erddap/griddap/v2_7b41_9221_bfb9.graph,,,,/erddap/files/v2_7b41_9221_bfb9/,,,/erddap/info/v2_7b41_9221_bfb9/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v2_7b41_9221_bfb9.rss,/erddap/subscriptions/add.html?datasetID=v2_7b41_9221_bfb9&showErrors=false&email=,,NaN,Data from a local source.
v2_9bd2_a0bf_60b8,public,???,grid,Grid,EDDGridFromNcFiles,SOCAT gridded v2 Monthly quarter-degree Coastal gridded dataset,-179.875,179.875,0.25,-89.875,89.875,0.25,NaN,NaN,1970-01-16T12:00:00Z,2011-12-16T12:00:00Z,2629617.495029821,/erddap/griddap/v2_9bd2_a0bf_60b8,,,/erddap/griddap/v2_9bd2_a0bf_60b8.graph,,,/erddap/wms/v2_9bd2_a0bf_60b8/request,/erddap/files/v2_9bd2_a0bf_60b8/,/erddap/metadata/fgdc/xml/v2_9bd2_a0bf_60b8_fgdc.xml,/erddap/metadata/iso19115/xml/v2_9bd2_a0bf_60b8_iso19115.xml,/erddap/info/v2_9bd2_a0bf_60b8/index,(local files),???,http://sour.pmel.noaa.gov:8930/erddap/rss/v2_9bd2_a0bf_60b8.rss,/erddap/subscriptions/add.html?datasetID=v2_9bd2_a0bf_60b8&showErrors=false&email=,,NaN,Data from a local source.
